S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_16_906.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_16_906.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_16_906.jpg, 0, 0, 0, 7.951401E-05
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_010.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_010.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_010.jpg, 0, 0.1458105, 0, 0.04695201
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_117.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_117.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_117.jpg, 0, 0.4969776, 0, 0.5762683
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_219.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_219.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_219.jpg, 0, 0.8067707, 0, 1.36061
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_320.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_320.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_320.jpg, 0, 1, 0, 2.52022
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_425.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_425.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_425.jpg, 0, 1, 0, 3.69357
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_525.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_525.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_525.jpg, -0.2684712, 1, 0, 4.853131
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_630.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_630.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_630.jpg, -0.5766284, 1, 0, 5.963809
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_731.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_731.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_731.jpg, -0.3570327, 1, 0, 7.106999
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_832.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_832.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_832.jpg, -0.04957231, 1, 0, 8.240849
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_17_936.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_17_936.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_17_936.jpg, 0, 1, 0, 9.583088
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_18_040.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_18_040.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_18_040.jpg, 0, 1, 0, 10.69437
S:\Users\ahmed\OneDrive\Desktop\Data\IMG\center_2021_01_13_13_12_18_146.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\left_2021_01_13_13_12_18_146.jpg, S:\Users\ahmed\OneDrive\Desktop\Data\IMG\right_2021_01_13_13_12_18_146.jpg, -0.0152142, 1, 0, 11.63212
